date,retweets,likes
2017-07-18,82767,366686
2017-07-19,74624,329119
2017-07-20,54957,237551
2017-07-21,52174,228820
2017-07-22,223382,991097
2017-07-23,80690,342264
2017-07-24,175271,703494
2017-07-25,241481,1021544
2017-07-26,225978,900326
2017-07-27,100821,489928
2017-07-28,135818,625854
2017-07-29,183222,764183
2017-07-30,78680,341767
2017-07-31,55934,227762
2017-08-01,83279,395659
2017-08-02,51383,237019
2017-08-03,114661,508144
2017-08-04,118122,598039
2017-08-05,20205,81361
2017-08-06,114123,498218
2017-08-07,229956,1064911
2017-08-08,74086,333519
2017-08-09,105276,453738
2017-08-10,62844,279504
2017-08-11,99683,378850
2017-08-12,129565,520852
2017-08-13,42018,211493
2017-08-14,56008,282575
2017-08-15,119218,603238
2017-08-16,152338,698579
2017-08-17,272349,1108665
2017-08-18,95052,440444
2017-08-19,187210,923105
2017-08-21,72292,333544
2017-08-22,63815,334359
2017-08-23,152668,683787
2017-08-24,130894,576169
2017-08-25,126993,619472
2017-08-26,125370,619226
2017-08-27,150089,761162
2017-08-28,19023,97600
2017-08-29,32757,197692
2017-08-30,103725,461120
2017-08-31,46546,200012
2017-09-01,95307,405285
2017-09-02,75179,398449
2017-09-03,232719,966714
2017-09-04,23014,107980
2017-09-05,91174,379078
2017-09-06,92443,421367
2017-09-07,108581,482467
2017-09-08,120960,526677
2017-09-09,51003,215025
2017-09-10,30742,153103
2017-09-11,47346,193470
2017-09-12,58579,316554
2017-09-13,44456,233562
2017-09-14,177830,860304
2017-09-15,200261,876099
2017-09-16,31113,132018
2017-09-17,95125,453881
2017-09-18,37637,201087
2017-09-19,132582,545358
2017-09-20,154040,779867
2017-09-21,93217,461930
2017-09-22,142242,693802
2017-09-23,237712,1007665
2017-09-24,249124,1090790
2017-09-25,237267,1021676
2017-09-26,213007,998694
2017-09-27,164686,804098
2017-09-28,69607,327832
2017-09-29,109793,553751
2017-09-30,223262,1006629
2017-10-01,207827,923821
2017-10-02,73549,347038
2017-10-03,54238,290987
2017-10-04,125343,650864
2017-10-05,128194,622288
2017-10-06,21745,81378
2017-10-07,142618,737925
2017-10-08,89440,459041
2017-10-09,77917,388216
2017-10-10,132483,626102
2017-10-11,172665,869554
2017-10-12,123870,608145
2017-10-13,151337,679717
2017-10-14,114613,562105
2017-10-15,23002,121816
2017-10-16,100581,470334
2017-10-17,63576,319393
2017-10-18,235891,983188
2017-10-19,150360,583095
2017-10-20,128158,582113
2017-10-21,199783,824336
2017-10-22,103409,514074
2017-10-23,56392,289129
2017-10-24,101024,476875
2017-10-25,152328,721900
2017-10-26,104617,525326
2017-10-27,132706,651967
2017-10-28,123037,553116
2017-10-29,163959,721566
2017-10-30,86684,327229
2017-10-31,177623,791608
2017-11-01,187324,849149
2017-11-02,194913,914248
2017-11-03,335883,1480133
2017-11-04,75676,336515
2017-11-05,100153,508786
2017-11-06,71889,338594
2017-11-07,243834,547944
2017-11-08,154109,715687
2017-11-09,33365,167139
2017-11-10,120824,611165
2017-11-11,36669,157175
2017-11-12,346804,1159745
2017-11-13,43277,234730
2017-11-14,97516,495610
2017-11-15,144424,735744
2017-11-16,99925,510949
2017-11-17,92115,425962
2017-11-18,71168,332609
2017-11-19,63610,245088
2017-11-20,137241,646471
2017-11-21,24552,123771
2017-11-22,133206,643477
2017-11-23,115409,555969
2017-11-24,157804,759083
2017-11-25,58644,249109
2017-11-26,82860,355621
2017-11-27,72605,339845
2017-11-28,102779,516071
2017-11-29,185614,866479
2017-11-30,234236,964013
2017-12-01,206529,801459
2017-12-02,86867,365952
2017-12-03,241243,940126
2017-12-04,69057,316062
2017-12-05,12206,59680
2017-12-06,105969,432705
2017-12-07,77381,377926
2017-12-08,130486,520760
2017-12-09,167401,767420
2017-12-10,125735,574677
2017-12-11,27505,120776
2017-12-12,99149,428983
2017-12-13,73812,371279
2017-12-14,95188,453345
2017-12-15,49893,242901
2017-12-16,64978,315942
2017-12-17,24641,133201
2017-12-18,104512,542034
2017-12-19,101449,477973
2017-12-20,107344,499685
2017-12-21,81787,398281
2017-12-22,180887,893762
2017-12-23,96591,402028
2017-12-24,71723,312051
2017-12-25,116335,532148
2017-12-26,96626,500900
2017-12-28,128916,573425
2017-12-29,140734,574520
2017-12-30,158025,648373
2017-12-31,185527,815515
2018-01-01,162350,653669
2018-01-02,217584,1022297
2018-01-03,248770,845397
2018-01-04,169611,778324
2018-01-05,150251,720218
2018-01-06,179438,796735
2018-01-07,111704,540201
2018-01-08,92098,437545
2018-01-09,65912,312967
2018-01-10,140955,661069
2018-01-11,151423,707209
2018-01-12,299482,1330135
2018-01-13,120359,571390
2018-01-14,125445,588040
2018-01-15,63615,288905
2018-01-16,124775,573713
2018-01-17,43004,208866
2018-01-18,297659,1323373
2018-01-19,114345,531804
2018-01-20,253468,1043267
2018-01-21,72152,338413
2018-01-22,84447,410814
2018-01-23,115330,540299
2018-01-24,115970,542642
2018-01-25,65065,345489
2018-01-26,74536,392637
2018-01-27,78634,373632
2018-01-28,158754,690616
2018-01-29,13389,75170
2018-01-31,18309,97873
2018-02-01,80737,399626
2018-02-02,152632,606118
2018-02-03,61732,264305
2018-02-04,105637,479657
2018-02-05,187076,844125
2018-02-06,104632,450118
2018-02-07,147000,754249
2018-02-08,79225,363351
2018-02-09,119525,495788
2018-02-10,179615,715887
2018-02-11,107123,484421
2018-02-12,51554,261888
2018-02-13,38501,190936
2018-02-14,72436,366956
2018-02-15,93600,419873
2018-02-16,67020,322213
2018-02-17,103902,485413
2018-02-18,259739,1090257
2018-02-19,67830,347792
2018-02-20,188363,898863
2018-02-21,132692,629007
2018-02-22,204976,994527
2018-02-23,157071,758681
2018-02-24,108161,461467
2018-02-25,75298,323169
2018-02-27,128300,535783
2018-02-28,165772,753342
2018-03-01,75214,350139
2018-03-02,156909,789267
2018-03-03,87527,378076
2018-03-04,16745,91465
2018-03-05,126083,547418
2018-03-06,134155,574003
2018-03-07,83507,391514
2018-03-08,52463,265061
2018-03-09,89896,386477
2018-03-10,146016,710475
2018-03-11,114993,509422
2018-03-12,76309,369287
2018-03-13,168300,659334
2018-03-14,123330,595315
2018-03-15,63386,319530
2018-03-16,71610,376736
2018-03-17,114339,461592
2018-03-18,102509,411659
2018-03-19,27122,142674
2018-03-20,47765,215168
2018-03-21,108768,512110
2018-03-22,159610,678045
2018-03-23,85722,389513
2018-03-24,29689,138005
2018-03-25,108951,488840
2018-03-26,70371,336774
2018-03-27,30917,154757
2018-03-28,187355,795520
2018-03-29,80804,345127
2018-03-30,21687,78958
2018-03-31,64509,240138
2018-04-01,109845,492362
2018-04-02,140909,606389
2018-04-03,227137,997251
2018-04-04,98376,439969
2018-04-05,80595,363432
2018-04-06,102178,423411
2018-04-07,96075,415647
2018-04-08,152270,660097
2018-04-09,83012,384508
2018-04-10,98650,449870
2018-04-11,178345,695958
2018-04-12,136995,681508
2018-04-13,143728,621879
2018-04-14,94021,419694
2018-04-15,173074,781706
2018-04-16,42688,188671
2018-04-17,118394,597545
2018-04-18,170124,785202
2018-04-19,142790,632965
2018-04-20,185886,802809
2018-04-21,263344,1181630
2018-04-22,167387,790308
2018-04-23,90523,407227
2018-04-24,76044,369784
2018-04-25,202653,872856
2018-04-27,212408,994310
2018-04-28,151532,642291
2018-04-29,63920,352411
2018-04-30,109301,530503
2018-05-01,181676,875390
2018-05-02,114889,484278
2018-05-03,150504,723747
2018-05-04,163279,767301
2018-05-05,67704,342628
2018-05-07,200284,857892
2018-05-08,84302,364456
2018-05-09,163420,712060
2018-05-10,232336,1037548
2018-05-11,51666,236647
2018-05-12,75050,362338
2018-05-13,131738,602513
2018-05-14,135184,705352
2018-05-15,103729,547499
2018-05-16,92630,468980
2018-05-17,150844,676729
2018-05-18,174170,765779
2018-05-19,104712,509627
2018-05-20,206322,801301
2018-05-21,157575,683530
2018-05-22,36733,181300
2018-05-23,253803,1064648
2018-05-24,147739,646047
2018-05-25,137929,590844
2018-05-26,259842,1099190
2018-05-27,138867,587136
2018-05-28,163346,727552
2018-05-29,147860,623110
2018-05-30,128567,576127
2018-05-31,228432,1012898
2018-06-01,88704,433102
2018-06-02,171853,749514
2018-06-03,89519,377617
2018-06-04,165091,779756
2018-06-05,248242,1145966
2018-06-06,232723,1048848
2018-06-07,242558,1017934
2018-06-08,162594,711180
2018-06-09,134467,649349
2018-06-10,57778,230234
2018-06-11,210254,982161
2018-06-12,186740,831539
2018-06-13,339657,1643922
2018-06-14,128405,596411
2018-06-15,183107,851136
2018-06-16,130425,564378
2018-06-17,139324,650608
2018-06-18,260244,1117590
2018-06-19,172863,731989
2018-06-20,226481,877146
2018-06-21,268904,1226377
2018-06-22,255085,1038278
2018-06-23,215107,981484
2018-06-24,141332,589683
2018-06-25,253230,1076543
2018-06-26,255994,1145312
2018-06-27,217192,1100700
2018-06-28,222583,1047544
2018-06-29,27491,133213
2018-06-30,211978,949121
2018-07-01,55617,279457
2018-07-02,71666,257184
2018-07-03,209835,947111
2018-07-04,148260,735450
2018-07-05,106582,527737
2018-07-06,131825,611636
2018-07-07,64030,311156
2018-07-08,231435,795225
2018-07-09,108207,510208
2018-07-10,193548,939849
2018-07-11,145071,655576
2018-07-12,157984,715225
2018-07-13,46880,225706
2018-07-14,186770,805424
2018-07-15,94133,455098
2018-07-16,178963,794997
2018-07-17,91097,443588
2018-07-18,244176,1096033
2018-07-19,226825,941115
2018-07-20,105303,479442
2018-07-21,60536,277241
2018-07-22,205938,834889
2018-07-23,308349,1181743
2018-07-24,177883,837578
2018-07-25,194076,852005
2018-07-26,231320,1045756
2018-07-27,251568,1136961
2018-07-28,83138,340920
2018-07-29,269528,1119591
2018-07-30,55818,260080
2018-07-31,337958,1501728
2018-08-01,188728,782276
2018-08-02,187831,882789
2018-08-03,50224,234928
2018-08-04,284691,1282045
2018-08-05,182603,814311
2018-08-06,139677,572389
2018-08-07,65620,269052
2018-08-08,182717,893556
2018-08-09,98931,396218
2018-08-10,152719,666027
2018-08-11,237352,1027992
2018-08-12,104545,433880
2018-08-13,164776,781801
2018-08-14,270742,1179522
2018-08-15,196215,861519
2018-08-16,263738,1094338
2018-08-17,336205,1419506
2018-08-18,275091,1125909
2018-08-19,141584,586178
2018-08-20,162969,653443
2018-08-21,220483,959818
2018-08-22,178990,795996
2018-08-23,205216,869562
2018-08-24,222336,891378
2018-08-25,234946,994684
2018-08-26,92505,494199
2018-08-27,188244,837668
2018-08-28,159902,652746
2018-08-29,421597,1700030
2018-08-30,337720,1384020
2018-08-31,69159,296151
2018-09-01,218933,950468
2018-09-02,195706,847724
2018-09-03,142070,643756
2018-09-04,130411,562523
2018-09-05,286647,1173126
2018-09-06,212539,835498
2018-09-07,190135,870791
2018-09-08,87285,383228
2018-09-09,253693,1094845
2018-09-10,219900,905842
2018-09-11,219351,908602
2018-09-12,166104,716403
2018-09-13,173762,749465
2018-09-14,81971,342087
2018-09-15,159726,672460
2018-09-16,131780,582825
2018-09-17,189139,773667
2018-09-18,173386,756513
2018-09-19,136897,601895
2018-09-20,217507,956948
2018-09-21,225089,964415
2018-09-22,91741,417010
2018-09-23,30725,182014
2018-09-24,79555,370688
2018-09-25,212321,931288
2018-09-26,164556,690096
2018-09-27,15431,72902
2018-09-28,74897,298489
2018-09-29,89337,366246
2018-09-30,173895,746655
2018-10-01,68835,346364
2018-10-02,160242,755345
2018-10-03,194398,902226
2018-10-04,191387,861470
2018-10-05,169709,749965
2018-10-06,136368,653653
2018-10-07,104029,418687
2018-10-08,81890,377085
2018-10-09,128561,589438
2018-10-10,103704,464270
2018-10-11,87879,404546
2018-10-12,106895,538601
2018-10-13,171801,771086
2018-10-14,108156,537588
2018-10-15,98271,462412
2018-10-16,320358,1305840
2018-10-17,311298,1321243
2018-10-18,212429,834197
2018-10-19,213346,817603
2018-10-20,204185,824464
2018-10-21,126989,504863
2018-10-22,293437,1155054
2018-10-23,171428,699011
2018-10-24,211019,769777
2018-10-25,259974,1044735
2018-10-26,274625,1099167
2018-10-27,195231,792838
2018-10-28,86082,364561
2018-10-29,246256,956425
2018-10-30,287574,1063057
2018-10-31,286284,1056858
2018-11-01,135334,535141
2018-11-02,171453,661412
2018-11-03,278042,1066729
2018-11-04,125273,503930
2018-11-05,274521,1028909
2018-11-06,161950,662629
2018-11-07,312675,1494562
2018-11-08,39412,204547
2018-11-09,348574,1278352
2018-11-10,178091,849523
2018-11-11,75468,359980
2018-11-12,174398,779646
2018-11-13,281717,1169894
2018-11-14,62178,308632
2018-11-15,201466,829142
2018-11-16,44607,196182
2018-11-17,162238,781398
2018-11-18,139986,595801
2018-11-19,125530,497198
2018-11-20,16208,84144
2018-11-21,239684,1057409
2018-11-22,191492,928523
2018-11-23,73686,327492
2018-11-24,17897,83787
2018-11-25,239308,1028127
2018-11-26,213204,870473
2018-11-27,134281,548045
2018-11-28,142290,612131
2018-11-29,231585,1013692
2018-11-30,189506,889468
2018-12-01,98120,541739
2018-12-02,15186,69874
2018-12-03,221745,1027281
2018-12-04,166883,762301
2018-12-05,127643,673991
2018-12-06,75737,381892
2018-12-07,377032,1614555
2018-12-08,216506,987587
2018-12-09,124443,551501
2018-12-10,57628,270901
2018-12-11,234793,1077372
2018-12-12,87129,332183
2018-12-13,212115,966163
2018-12-14,84782,427676
2018-12-15,173472,770500
2018-12-16,208025,850360
2018-12-17,91310,410685
2018-12-18,152013,623737
2018-12-19,190082,877356
2018-12-20,304498,1353398
2018-12-21,348145,1607446
2018-12-22,193542,946316
2018-12-23,240350,1155716
2018-12-24,396933,1847021
2018-12-25,77834,472523
2018-12-26,86358,444025
2018-12-27,228969,1040602
2018-12-28,168315,774965
2018-12-29,187870,841861
2018-12-30,177330,726504
2018-12-31,215924,1006637
2019-01-01,374044,1914210
2019-01-02,136535,661102
2019-01-03,232249,1014577
2019-01-04,174752,877614
2019-01-05,245356,1160825
2019-01-06,281274,1248139
2019-01-07,159914,729215
2019-01-08,107819,596732
2019-01-09,195276,967276
2019-01-10,265814,1195081
2019-01-11,236542,1034216
2019-01-12,368311,1617325
2019-01-13,194198,919140
2019-01-14,334941,1569671
2019-01-15,205144,973515
2019-01-16,80735,341748
2019-01-17,67575,317403
2019-01-18,321151,1388820
2019-01-19,289382,1296824
2019-01-20,267778,1202304
2019-01-21,268317,1336254
2019-01-22,370173,1609919
2019-01-23,275579,1060899
2019-01-24,216739,1059845
2019-01-25,98014,457794
2019-01-26,294273,1311909
2019-01-27,244134,967046
2019-01-28,179509,879845
2019-01-29,105594,471341
2019-01-30,241116,1073923
2019-01-31,304826,1377869
2019-02-01,236489,1110727
2019-02-02,21211,129247
2019-02-03,119489,602368
2019-02-04,18363,107731
2019-02-05,85755,440002
2019-02-06,64654,309964
2019-02-07,122956,567745
2019-02-08,236278,1179253
2019-02-09,175971,859188
2019-02-10,290858,1350561
2019-02-11,197404,953359
2019-02-12,51791,238639
2019-02-13,163205,798948
2019-02-14,183302,802146
2019-02-15,50935,213901
2019-02-16,78212,334652
2019-02-17,313933,1403837
2019-02-18,272333,1160589
2019-02-19,281421,1194173
2019-02-20,247620,1163618
2019-02-21,143252,678178
2019-02-22,99708,398763
2019-02-23,156577,674457
2019-02-24,295877,1418392
2019-02-25,265281,1366869
2019-02-26,151783,648309
2019-02-27,207555,977415
2019-02-28,24474,132895
2019-03-01,226160,1089195
2019-03-02,79510,422397
2019-03-03,170163,864698
2019-03-04,189675,853780
2019-03-05,329242,1452523
2019-03-06,105715,429675
2019-03-07,150282,656501
2019-03-08,214415,1073900
2019-03-09,171747,755586
2019-03-10,91877,428561
2019-03-11,98384,483451
2019-03-12,115040,473593
2019-03-13,342382,1483483
2019-03-14,247081,1113383
2019-03-15,246907,1167534
2019-03-16,194035,783110
2019-03-17,264152,1093281
2019-03-18,317753,1437400
2019-03-19,224908,890121
2019-03-20,249348,1038482
2019-03-21,178685,767509
2019-03-22,177957,874233
2019-03-24,213698,1145611
2019-03-25,123875,584537
2019-03-26,182320,805562
2019-03-27,182359,796470
2019-03-28,326522,1397693
2019-03-29,251017,1164015
2019-03-30,176756,791157
2019-03-31,57111,247486
2019-04-01,147321,638211
2019-04-02,298702,1256764
2019-04-03,84905,371413
2019-04-04,184987,788452
2019-04-05,285847,1282695
2019-04-06,237867,1064667
2019-04-07,106671,478974
2019-04-08,152565,732499
2019-04-09,230618,954006
2019-04-10,175714,822792
2019-04-11,153814,643197
2019-04-12,302423,1160619
2019-04-13,189982,763694
2019-04-14,238816,1130332
2019-04-15,448545,2100834
2019-04-16,93474,409706
2019-04-17,185881,864613
2019-04-18,303923,1213188
2019-04-19,252967,1082312
2019-04-20,153303,673059
2019-04-21,277366,1332625
2019-04-22,336435,1415605
2019-04-23,291428,1368667
2019-04-24,350582,1472204
2019-04-25,179336,829109
2019-04-26,169350,805579
2019-04-27,69259,385427
2019-04-28,189627,912321
2019-04-29,172045,783013
2019-04-30,255813,1020584
2019-05-01,177516,789643
2019-05-02,164532,681504
2019-05-03,217189,960716
2019-05-04,290931,1097899
2019-05-05,144128,645310
2019-05-06,299643,1356659
2019-05-07,43297,217866
2019-05-08,355830,1592626
2019-05-09,74756,326219
2019-05-10,332807,1531454
2019-05-11,64768,298400
2019-05-12,263710,1218574
2019-05-13,411775,1826590
2019-05-14,258521,1285133
2019-05-15,119682,549121
2019-05-16,61236,267833
2019-05-17,337456,1459885
2019-05-18,68936,319000
2019-05-19,342929,1516900
2019-05-20,211007,971166
2019-05-21,192110,895392
2019-05-22,395786,1741771
2019-05-23,241936,1099099
2019-05-24,429315,1826367
2019-05-25,164701,717447
2019-05-26,220052,997554
2019-05-27,199191,848293
2019-05-28,158863,782151
2019-05-29,149964,683618
2019-05-30,271109,1192522
2019-05-31,323959,1417341
2019-06-01,82823,421240
2019-06-02,234047,1046549
2019-06-03,326535,1520071
2019-06-04,71685,356832
2019-06-05,201311,942917
2019-06-06,209141,976215
2019-06-07,229700,1077374
2019-06-08,227998,1101184
2019-06-09,233849,1037697
2019-06-10,200103,898729
2019-06-11,283328,1292707
2019-06-12,132853,580779
2019-06-13,400139,1820880
2019-06-14,123360,523018
2019-06-15,157644,729799
2019-06-16,359661,1679798
2019-06-17,118618,575199
2019-06-18,256077,1187438
2019-06-19,266470,1205042
2019-06-20,130882,604119
2019-06-21,230233,1005052
2019-06-22,240098,1141132
2019-06-23,91901,475946
2019-06-24,130972,582113
2019-06-25,128447,640970
2019-06-26,251003,1242623
2019-06-27,405379,1746059
2019-06-28,153778,731659
2019-06-29,87130,416918
2019-06-30,155958,805288
2019-07-01,231509,1104239
2019-07-02,183139,925873
2019-07-03,503034,2467145
2019-07-04,215406,1194425
2019-07-05,199200,930993
2019-07-06,134311,678784
2019-07-07,148642,827165
2019-07-08,180800,838857
2019-07-09,203945,984026
2019-07-10,294153,1262741
2019-07-11,368310,1654582
2019-07-12,274046,1258583
2019-07-13,201019,859504
2019-07-14,225143,1070916
2019-07-15,533952,2523395
2019-07-16,313334,1458100
2019-07-17,329667,1564412
2019-07-18,268353,1250326
2019-07-19,439360,1913035
2019-07-20,98520,517409
2019-07-21,235529,1199528
2019-07-22,347829,1606697
2019-07-23,272699,1425527
2019-07-24,493969,2137067
2019-07-25,494574,2148330
2019-07-26,232320,1091117
2019-07-27,361802,1464705
2019-07-28,498305,2150863
2019-07-29,323012,1489788
2019-07-30,392459,1699215
2019-07-31,305713,1400252
2019-08-01,287143,1305852
2019-08-02,439359,1827749
2019-08-03,121694,581417
2019-08-04,126441,796338
2019-08-05,201788,935870
2019-08-06,236415,961823
2019-08-07,357321,1660918
2019-08-08,235956,1156387
2019-08-09,164312,849858
2019-08-10,162720,800885
2019-08-11,156175,788701
2019-08-12,77173,370836
2019-08-13,263749,1101521
2019-08-14,217178,912958
2019-08-15,317022,1377220
2019-08-16,151493,666521
2019-08-17,275539,1259448
2019-08-18,191784,905258
2019-08-19,256834,1060148
2019-08-20,298538,1349412
2019-08-21,280630,1287867
2019-08-22,122386,542624
2019-08-23,343440,1601919
2019-08-24,253430,1162436
2019-08-25,261941,1223226
2019-08-26,259106,1098628
2019-08-27,190458,861611
2019-08-28,322003,1424140
2019-08-29,231139,1067476
2019-08-30,248351,957525
2019-08-31,270358,1294013
2019-09-01,159660,737328
2019-09-02,203892,912698
2019-09-03,177577,846716
2019-09-04,211107,897991
2019-09-05,217399,967256
2019-09-06,277211,1250366
2019-09-07,233508,1036978
2019-09-08,168824,699888
2019-09-09,313882,1419069
2019-09-10,167619,708848
2019-09-11,303019,1434067
2019-09-12,214108,953513
2019-09-13,125576,576994
2019-09-14,233340,1231043
2019-09-15,186720,774985
2019-09-16,350359,1497793
2019-09-17,187228,796694
2019-09-18,245765,1075637
2019-09-19,137710,646354
2019-09-20,134331,617162
2019-09-21,237485,888873
2019-09-22,280143,1166595
2019-09-23,182563,747640
2019-09-24,372826,1634706
2019-09-25,419275,1627236
2019-09-26,202642,888640
2019-09-27,497963,1916392
2019-09-28,225498,993453
2019-09-29,296480,1131301
2019-09-30,632209,2503633
2019-10-01,349872,1418798
2019-10-02,597445,2215968
2019-10-03,431911,1658234
2019-10-04,471669,1837179
2019-10-05,629887,2357688
2019-10-06,392785,1552317
2019-10-07,487670,1928672
2019-10-08,339452,1306828
2019-10-09,524232,2042425
2019-10-10,372548,1499592
2019-10-11,211042,853195
2019-10-12,350499,1473673
2019-10-13,277799,1178019
2019-10-14,523758,2159982
2019-10-15,331954,1168975
2019-10-16,348216,1411373
2019-10-17,513532,2060068
2019-10-18,253812,1059704
2019-10-19,367016,1419101
2019-10-20,319923,1268023
2019-10-21,175175,658605
2019-10-22,212303,952190
2019-10-23,345602,1390227
2019-10-24,127307,535418
2019-10-25,186345,805430
2019-10-26,545826,2240696
2019-10-27,180604,842420
2019-10-28,214941,958815
2019-10-29,328826,1467263
2019-10-30,364559,1551365
2019-10-31,303143,1273013
2019-11-01,495854,2277663
2019-11-02,173037,688264
2019-11-03,319020,1300970
2019-11-04,372397,1580822
2019-11-05,239668,933479
2019-11-06,229834,1037250
2019-11-07,309160,1254924
2019-11-08,88597,317761
2019-11-09,194148,871458
2019-11-10,237578,1063267
2019-11-11,286662,1201286
2019-11-12,269102,1109536
2019-11-13,207805,851759
2019-11-14,190931,875920
2019-11-15,365138,1395337
2019-11-16,228169,843466
2019-11-17,437079,1675772
2019-11-18,193252,754470
2019-11-19,169340,606479
2019-11-20,255066,1013541
2019-11-21,439619,1745942
2019-11-22,217408,757544
2019-11-23,226845,912084
2019-11-24,297928,1156566
2019-11-25,170922,759757
2019-11-26,168239,746175
2019-11-27,352682,1437334
2019-11-28,100476,476639
2019-11-29,81678,391661
2019-11-30,13700,46643
2019-12-01,176530,726474
2019-12-02,452505,1772004
2019-12-03,73460,308803
2019-12-04,131755,627480
2019-12-05,273767,1162021
2019-12-06,280451,1147162
2019-12-07,318602,1281021
2019-12-08,307465,1158241
2019-12-09,207398,832795
2019-12-10,287333,1221961
2019-12-11,208683,756223
2019-12-12,312903,1326313
2019-12-13,433787,1872579
2019-12-14,269197,1083058
2019-12-15,426589,1734725
2019-12-16,241887,958419
2019-12-17,228857,962134
2019-12-18,501146,2153808
2019-12-19,368672,1597058
2019-12-20,518226,2241819
2019-12-21,332551,1436015
2019-12-22,134643,513982
2019-12-23,77451,339293
2019-12-24,284752,1227997
2019-12-25,165881,984219
2019-12-26,280917,1189513
2019-12-27,278353,1248745
2019-12-28,360074,1278086
2019-12-29,142277,558015
2019-12-30,41280,194051
2019-12-31,478120,2082930
2020-01-01,212674,1103823
2020-01-02,170760,743978
2020-01-03,426186,2033265
2020-01-04,288901,1545080
2020-01-05,296706,1354428
2020-01-06,222014,1082324
2020-01-07,155111,888941
2020-01-08,158748,766263
2020-01-09,355632,2008582
2020-01-10,244079,1142869
2020-01-11,458192,2152840
2020-01-12,436268,1933532
2020-01-13,293901,1452401
2020-01-14,88478,502376
2020-01-15,317154,1441409
2020-01-16,257187,1248921
2020-01-17,356254,1645199
2020-01-18,194499,930648
2020-01-19,247523,1185925
2020-01-20,45134,183767
