Word,Occurance,Type-of-word
andersengell,2,JJ
seancourt,2,NN
amspec—thank,2,JJ
bkleingolfweek,2,JJ
kellyandmichael,2,NN
jealousy,2,NN
valwonders,2,NNS
reprehensible,2,JJ
billygraham’s,2,NN
chrissstinac,2,NN
magicdel,2,NN
mitchgotinfo,2,NN
bmpmusicevent,2,JJ
amira,2,NN
wsjsports,2,NNS
stephaniewei,2,JJ
prescience,2,NN
totals,2,NNS
pmprindiville,2,NN
jcpost,2,NN
blake,2,NN
stevesms1960,2,NN
austinfall,2,NN
dynamicwil,2,JJ
cheaters,2,NNS
vin7768,2,NN
officialmelb,2,NN
arabianbusiness,2,NN
mathemagicianuk,2,NN
juicetucker,2,NN
bury,2,NN
michaltellos,2,NN
cancels,2,NNS
mikemessina,2,NN
sportsguru77,2,NN
youngsellz4,2,NN
libs,2,NN
phickeyma,2,NN
yards,2,NNS
wiser,2,JJR
betterhermann,2,NN
jwysocki91,2,NN
before’httpbitly1p3k5et,2,NN
noel,2,JJ
jamesokeefeiii’s,2,NN
insideedition,2,NN
jonathanhoenig,2,NN
implications,2,NNS
trumpnationalphiladelphia,2,JJ
ja,2,NN
newfound,2,JJ
cultivate,2,NN
jenglelv,2,NN
torresterrell,2,NN
eldycorrea,2,JJ
mateo,2,JJ
philramlet,2,NN
kirkcameronfan,2,NN
caledoniangolf,2,NN
dldizel,2,NN
memorabilia,2,NNS
aussie,2,JJ
welles19,2,NN
generaltso316,2,NN
thanx,2,NN
tamx0,2,NN
heisman,2,NN
novak,2,JJ
musburger,2,NN
totrump,2,JJ
runner,2,NN
michaelhaz,2,NN
dennisdmz,2,NN
te’o’s,2,NN
effects,2,NNS
dalailama,2,JJ
buzzfeedpsa,2,NN
nonsuccessful,2,JJ
thanksstay,2,NN
ddoublej,2,NN
arnie,2,NN
tahoe,2,NN
tmoulton,2,NN
aberdeenshirecc,2,NN
dodgers,2,NNS
blueyesbeauty,2,NN
prob,2,NN
diverojalv,2,JJ
chrispilz,2,NN
alexarancio,2,NN
vincemcmahons,2,NNS
bodies,2,NNS
steal70,2,JJ
hnjad,2,NN
drs,2,NN
seizure,2,NN
immune,2,JJ
jedijerad,2,NN
denise,2,NN
pebble,2,JJ
crewsawyer,2,NN
ikiibrahim,2,NN
billdabeastii,2,NN
mikecarrion99,2,NN
rooney,2,NN
kennicotasks,2,NNS
racrboi90,2,JJ
bud,2,NN
cmhollon,2,NN
boundless,2,NN
awesomeness,2,NN
moons,2,NNS
jhking17,2,JJ
les,2,NNS
smerconish,2,JJ
bradangsa,2,NNS
andrereed83,2,RP
frankadgpr,2,JJ
suew777,2,NN
emulate,2,NN
yoo,2,NN
wewanttrump,2,NN
leonard,2,NN
thechrismcqueen,2,NN
stephenbaldwin,2,JJ
carsonmotz,2,NN
ideals,2,NNS
marcos,2,JJ
beyonce,2,NN
chevy,2,NN
beltex63,2,NN
insomnia,2,NN
kennokevin,2,NN
williamcarneyii,2,NN
myers,2,NNS
greatwork,2,NN
melanie,2,NN
cincodemayo,2,NN
concessions,2,NNS
honolulu’s,2,JJ
sandra,2,NN
entertainers,2,NNS
nolanitenyc,2,JJ
senalexander,2,NN
marioraez1,2,JJ
presidentwe,2,NN
sammy,2,NN
inject,2,NN
pub,2,JJ
httpbitly1frgpn7,2,NN
condenast,2,NN
cunningham,2,JJ
seminole,2,NN
trees,2,NNS
dorothy,2,JJ
codes,2,NNS
franmfarber,2,JJ
saavy,2,JJ
mikewarner1976,2,NN
playboy,2,NN
playmate,2,NN
httpbitly1hnofzt,2,NN
picturesque,2,JJ
aaszkler,2,NN
financeturd,2,NN
adeezy101,2,JJ
ricktimlick,2,NN
quiteefranklee,2,NN
mga1897,2,NN
brucebeck4ny,2,NN
scenic,2,JJ
graces,2,NNS
timothy,2,JJ
njpga,2,JJ
fenitaayu1,2,NN
mrjamesdavidson,2,NN
fairy,2,NN
kathviner,2,NN
joeho,2,NN
gopthinker,2,NN
newscomauhq,2,JJ
golfdigestau,2,NN
httpgolfdigst1n0sflr,2,NN
primetimeemmys,2,NN
hunger,2,NN
robblapp,2,NN
gfuller101,2,NN
implicate,2,NN
redesign,2,JJ
cdaeda,2,NN
bradley,2,NN
nascarfdn,2,JJ
rustywallace,2,NN
gregwallace66,2,NN
janeygodley,2,NN
nyma,2,NN
horneultimatum,2,NN
seaopdet1,2,NN
estimate,2,NN
patricks,2,NNS
ogilvy,2,JJ
httpbitly1kyrcwi,2,NN
stamford,2,NN
harrington,2,NN
casa,2,NN
fendi,2,NN
httpcnbcxmrerfz,2,NN
nathalie,2,JJ
karlrove’s,2,NN
wineenthusiast’s,2,NN
ric,2,NN
unforgivable,2,JJ
spewrange,2,NN
agschneidermanjust,2,NN
idollylenz,2,JJ
thankswill,2,NN
jtthebossman,2,NN
maryrosesgarden,2,NN
stewart5337,2,NN
breakers,2,NNS
shannon,2,JJ
gravy,2,JJ
stevemtalk,2,NN
changeits,2,NNS
wiseguys,2,JJ
verge,2,NN
httponforbesve8w8e,2,JJ
cooley,2,NN
unclerush,2,NN
discounts,2,NNS
mdahgod,2,JJ
matthewjellis2,2,NN
aeronmalone,2,NN
ehig,2,NN
sherrymcmurry,2,JJ
tiffanybrowninc,2,NN
trumpdc,2,NN
pearlingjosh,2,NN
tuesday’s,2,NN
chrisr52,2,NN
southsalem,2,NN
marygracedh,2,NN
nygovcuomo,2,NN
cam,2,NN
tedbishop38pga,2,NN
akersjoshua,2,JJ
descent,2,NN
tonywelch007,2,NN
pres2016,2,NN
survival,2,NN
suggestions,2,NNS
michaelrcaputo,2,NN
patterns,2,NNS
wdonald,2,JJ
arabinkid88,2,NN
jakematt1999,2,NN
mfbrooklyn,2,NN
bliss,2,NN
upgrade,2,NN
httpbitly1hih8gh,2,JJ
harveylevintmz,2,NN
apples,2,NNS
waits,2,NNS
hustles,2,NNS
catalyst,2,JJ
toddthomson12,2,NN
erupts,2,NNS
jconstantinides,2,NNS
jdistaso,2,NN
nhiop,2,JJ
necouncil,2,NN
hagels,2,NNS
sings,2,NNS
teaparty,2,JJ
eaten,2,NN
euan888,2,JJ
denoforensics,2,NNS
httpbitly1kmze5r,2,JJ
rdpomin,2,NN
kevinjohnson68,2,NN
philmickels0n,2,NN
elliotg1959,2,NN
jostephan,2,NN
insidesouthfl,2,NN
hogan,2,JJ
mfantauzzo1,2,NN
standup,2,NN
httpwwwmediaitecomtvdonaldtrumpditchesteleprompteratcpacgoesoffonobamathechineseandimmigration,2,NN
kissinger,2,JJR
fears,2,NNS
readits,2,NNS
popularity,2,NN
qualifications,2,NNS
exxon,2,JJ
wesbart53,2,NN
netherlands,2,NNS
unique4x,2,JJ
scotty752,2,NN
stairs,2,JJ
passengers,2,NNS
villas,2,NNS
cargo,2,JJ
lithium,2,NN
fills,2,NNS
johnyc46,2,JJ
wondherful,2,JJ
peaceisweakness,2,NN
hints,2,NNS
paths,2,JJ
johfax,2,NN
khadeejanicolle,2,NNP
jeanralphiooo,2,NN
finestgolfholes,2,NNS
rumors,2,NNS
ve,2,JJ
shapirojd,2,NN
plaque,2,NN
michaelkakos,2,NN
macmiller—i,2,JJ
ccade937,2,NN
mariofmartinezz,2,NN
walshfreedom,2,NN
michaelwacha,2,NN
kingrex9,2,NN
youyou,2,NN
nyctiggy,2,JJ
menale,2,JJ
emmett,2,NN
brendakenesonwe,2,NN
horses,2,NNS
harrison,2,NN
pandoerra,2,NN
bc4040,2,NN
elkaneh,2,NN
zip,2,NN
brandoh,2,NN
thanksthey,2,NN
spanishflyar09,2,NN
cgjeezy,2,JJ
reputations,2,NNS
marybeththm,2,JJ
jerryrice,2,NN
kentstgolf,2,NN
oscars2014,2,NN
fine—but,2,NN
ecstatic,2,JJ
klyushinaeng,2,NN
johnhawkinsrwn,2,NN
dasboot96,2,NN
mysticwolf12001,2,NN
nicko7785,2,NN
jerrimoore,2,NN
worldand,2,NN
sroyboyk,2,NN
johnnyboob2,2,NN
mrsdare,2,NN
dylanhendlich,2,JJ
vanityfair’s,2,NN
innovate,2,NN
crossfire,2,NN
httptrumptorontoca,2,NN
quadruple,2,JJ
davyshanks,2,NNS
troll,2,NN
massergio,2,NN
gucci,2,NN
antarctica,2,NN
forbidden,2,JJ
poorer,2,JJR
marcsoler1,2,JJ
rambofo,2,NN
dull,2,NN
leigh26heather,2,NN
savannah,2,NN
ugandan,2,NN
lavish,2,JJ
combine,2,NN
jaymztyler,2,NN
thenordicbroad,2,JJ
slips,2,NNS
platinum,2,NN
wildfire,2,NN
bonanza,2,NN
novel,2,JJ
willowfrantn,2,NN
cubans,2,NNS
nd,2,JJ
kenzig,2,NN
coolboybrand,2,NN
wlynton,2,NN
jlsmoothh,2,JJ
davecentrist,2,NN
kathy,2,NN
boudin,2,NN
peaceloveandmeg,2,NN
robbery,2,NN
connecticut’s,2,JJ
tiffanyatrump,2,NN
taller,2,NN
saves,2,NNS
jmkjmkjmkjmkjmk,2,JJ
embarassment,2,JJ
pops,2,NNS
surest,2,JJS
jonasbrothers,2,NNS
sheckiezx,2,JJ
coolchange80,2,NN
trumpphillypro,2,JJ
collector,2,NN
teamackmann,2,NN
trumptastic,2,JJ
sharpest,2,JJS
norm,2,NN
philstephen,2,NN
maxbaucus,2,NN
newscasts,2,NNS
acct,2,JJ
demonstration,2,NN
bunyolan,2,NN
fubaglady,2,JJ
chokes,2,NNS
unregulated,2,JJ
sleeps,2,NNS
no1,2,JJ
dandeloof,2,JJ
moms,2,NNS
pageants,2,NNS
elianism,2,NN
mitchwa,2,NN
reallukashall,2,JJ
foundational,2,JJ
kerry’s,2,NN
humility,2,NN
carlson,2,NN
gretchen,2,NN
adamcarolla,2,JJ
httpbitly13mj9jk,2,NN
itshodaifa,2,NN
billf227,2,NN
fktrey,2,NN
arseburgers,2,NNS
helenpferdehirt,2,NN
macdaddyeli,2,NN
spitzer’s,2,NN
stockmarket100,2,NN
thatcher’s,2,JJ
yetanotherday,2,JJ
michaelkaye3,2,NN
gamecockmtm1967,2,NN
sustainable,2,JJ
upping,2,JJ
greenberg,2,NN
bostonpolice,2,NN
wisest,2,JJS
keepingitreal,2,NN
vegas’,2,NN
perot,2,NN
troymeaz,2,JJ
anthonyskwiat,2,NN
shawnwhughes,2,NNS
accidents,2,NNS
clutchba11er,2,NNS
pitiful,2,JJ
mattgallows,2,NNS
refers,2,NNS
becca,2,JJ
mzk51matt,2,NNS
stevemit30,2,JJ
evanolson,2,NN
rags,2,NNS
michaelmu,2,NN
asadtmoosvi,2,NN
mikedgarrison,2,NN
romance,2,NN
thegarybuseys,2,NNS
macgecko,2,JJ
kormylo,2,NN
jokes,2,NNS
cyclical,2,JJ
execution,2,NN
seeyou,2,NN
pune,2,NN
himher,2,NN
httpbitlyzqh08q,2,NN
donaldjtrump,2,NN
twitters,2,NNS
affect,2,JJ
tomdoggy,2,JJ
stenbizzle,2,NN
encounter,2,NN
parody,2,NN
parttime,2,JJ
edincamera2,2,JJ
lumberportal,2,JJ
andymurray,2,NN
rbeezybess,2,NN
spuffer316,2,NN
helpless,2,NN
germany28364,2,NN
inheritance,2,NN
leightweight,2,NN
jshawknz,2,NN
helpcan,2,JJ
sirenasola,2,NN
therealkurse,2,NN
kosstar,2,NN
andyrichter,2,NN
rustinniles,2,NNS
upgrades,2,NNS
damiranz,2,NN
upyou,2,JJ
bug,2,NN
dam615,2,JJ
jojo81466,2,NN
matteo5anchez,2,NN
jaybags9,2,NN
kulwin,2,NN
ck,2,JJ
iamgrizzly1974,2,NN
grandaughter,2,NN
bobbysoo80,2,NN
mjjustus1,2,NN
therc3,2,NN
sonaderi,2,JJ
thatbrody,2,NN
billyharry1,2,JJ
itsjenwbitches,2,NNS
smallbiz,2,JJ
jeremypage3011,2,NN
koneslager,2,NNP
corp,2,NN
samflaherty,2,NN
pointless,2,NN
matthewsmales1,2,NN
fitness,2,NN
nypost’s,2,NN
laughter,2,NN
sob,2,NN
showsee,2,NN
abeil,2,JJ
tornado,2,NN
divermam,2,JJ
mral131,2,NN
zp3,2,NN
mzinvestigator,2,NN
ricksmi54256322,2,NN
pinocchios,2,NNS
zilch,2,JJ
subirchowdhury,2,NN
implementation,2,NN
hug,2,NN
subhanaanwar,2,JJ
abusers,2,NNS
stoppers,2,NNS
douche,2,NN
succesful,2,JJ
beings,2,NNS
motivator,2,NN
pourquoipas20,2,NN
gshuba,2,JJ
cunninghamny,2,NN
youarenotdeep,2,NN
jefflip,2,NN
angelina,2,JJ
revolt,2,NN
hows,2,NNS
theoaklandpress,2,JJ
chrisruddynmx,2,NN
townsend,2,NN
httpbitlyzbzmqq,2,NN
davidfulop,2,NN
ujust,2,JJ
disagreed,2,NN
showbiz,2,NN
neddust,2,JJ
vinnypac,2,NN
rigid,2,NN
tomspiglanin,2,JJ
farmland,2,NN
stephanie,2,NN
pinstripes,2,NNS
httpbitlydzwrw9,2,JJ
themvery,2,NN
glendagoff,2,NN
jonzy1523,2,NN
sox,2,NN
lerner,2,NN
fab,2,JJ
dblsolo700,2,NN
mightyplanes,2,NNS
jtotoole,2,JJ
fot,2,JJ
victoria,2,NNS
kevcur8,2,NN
confess,2,NN
wrinkles,2,NNS
dannyyoure,2,NN
scottymcd1980,2,JJ
rankings,2,NNS
indecision,2,NN
azdaniel27,2,NN
dardonyc16,2,NN
swat,2,NN
somerset,2,NN
dbradleyri,2,NN
whistle,2,JJ
credits,2,NNS
gohermie,2,JJ
sufferlonger,2,NN
samantha,2,NN
shower,2,NN
apprenticenbcs,2,NN
fkface,2,NN
matthewjpizzo,2,NN
guyendorekaiser,2,NN
miscarriage,2,NN
httpbitlyzxl71d,2,NN
bobkurlander,2,NN
antics,2,NNS
francaselles,2,NNS
jgarrett214,2,NN
httpktietv1950uzs,2,NN
thursday’s,2,NN
lung,2,NN
trolls,2,NNS
charleyufarley,2,NN
nieporte,2,JJ
concepts,2,NNS
mugg,2,NN
charts,2,NNS
handout,2,NN
johnsim96499126,2,NN
grandfather,2,NN
consciousness,2,NN
partylikerlove1,2,NN
barrielouise,2,NN
chadsheridan,2,NN
chrislhayes,2,NNS
hulkhogan,2,JJ
liam,2,JJ
ancient,2,NN
jimhendley81,2,NN
maps,2,NNS
madrina26,2,JJ
leukemia,2,NN
slimshady2o3,2,NN
chrisnima,2,NN
metro,2,FW
stale,2,JJ
cyrus,2,NN
wcmartzofficial,2,JJ
academics,2,NNS
sample,2,JJ
bldgs,2,JJ
outfit,2,NN
felixnunez249,2,NN
vabeachrpm,2,NN
lauren,2,NN
comebacks,2,NNS
schulesix3,2,JJ
jamesfrancotv,2,NN
philzentz,2,NN
tova,2,JJ
shana,2,NN
‘rebels’,2,NNP
ukn96,2,JJ
tannermarkboots,2,NNS
jimmymcgreevy,2,NN
philanthropic,2,NN
her—loser,2,NN
bombardment,2,NN
dempsey,2,NN
trumpthe,2,NN
prettier,2,NN
minster,2,NN
ctrain,2,NN
agustingil,2,JJ
icer100,2,NN
circa75sydney,2,JJ
humour,2,JJ
schneidean,2,NN
sarahesmith9,2,NN
seminar,2,NN
jorgekb,2,NN
lakeland,2,NN
dadsnicklefritz,2,NN
bbpack,2,RP
brentludington,2,NN
chowes247,2,NN
consent,2,NN
greek1958,2,NN
hughes,2,NNS
theteflondante,2,JJ
hatchet,2,NN
hercules,2,NNS
detrimental,2,JJ
conservatism,2,NN
nickdallman,2,JJ
ronniedunn1164,2,NN
scientific,2,JJ
jamieaydt,2,NN
gum,2,JJ
zacking30,2,NN
grindingdude,2,NN
seanhooligan6,2,JJ
richnyjets,2,NNS
genaleenolin,2,NN
theobm,2,JJ
illusionist,2,NN
litigate,2,NN
themayormatt,2,NN
erictrumps,2,NNS
michaelpmulhall,2,JJ
therock,2,NN
markyoungco,2,NN
cuomos,2,NN
sebastvalmont,2,JJ
tjryyyan,2,JJ
souls,2,NNS
ajbaylor,2,NN
thatll,2,NN
thetinabeast,2,NN
trumpster,2,NN
putins,2,NNS
punch,2,JJ
dc’s,2,JJ
furyk,2,NN
principals,2,NNS
lone,2,JJ
worries,2,NNS
d18mt2,2,NN
carolecjf,2,NN
roannasweet,2,NN
guyand,2,NN
projectmayhemm,2,NN
geomac24,2,NN
samshahrooz,2,NN
childish,2,JJ
kaburuole,2,NN
chloeeliise,2,NN
concordia,2,NN
lodha,2,NN
bossie,2,NN
aroy0317,2,NN
kmac5911,2,NN
♡,2,NNP
oleary,2,JJ
ashbash032,2,NN
mid,2,NN
hrdivany,2,NN
tanja,2,NN
kevin47881,2,NN
hindu,2,NN
soo,2,NN
blt,2,NN
stylish,2,JJ
thegroveguru,2,NNS
genetic,2,JJ
terminal,2,JJ
huntingtons,2,NNS
campaigner,2,NN
murdering,2,NN
tinaclean,2,JJ
slain,2,NN
wwe’s,2,NN
flames,2,NNS
widen,2,JJ
httpdailymai18wci7h,2,NN
syriafix,2,NN
frankness,2,JJ
dammit,2,NN
coarse,2,NN
johndoe5210,2,NN
vengeance,2,NN
realty,2,NN
wasimperviz,2,JJ
tag,2,NN
angiecallahan4,2,NN
zucker’s,2,NN
mrmarin88,2,NN
nonathlete,2,JJ
ensures,2,NNS
ua,2,JJ
arts,2,NNS
jennymccarthy,2,NN
colby,2,NN
mk,2,NN
huuuuuge,2,NN
idf,2,NN
riqardpaliq,2,NN
wusongtweet,2,NN
wit,2,NN
classact,2,NN
thaddalicious,2,JJ
reestablish,2,JJ
thepgaofamerica,2,NN
pietiev,2,NN
wannabe,2,NN
karenh129,2,NN
sammyabdel,2,NN
markagiarrusso,2,NN
steak,2,NN
ate,2,NN
cherishhow,2,NN
lakers305,2,JJ
tuserious854,2,JJ
insensitive,2,JJ
mgr,2,NN
httpbitly16da0sy,2,NN
‏,2,NNP
httpbitly15imzwy,2,NN
dividends,2,NNS
environments,2,NNS
lanah11,2,JJ
thomripley,2,NN
fortunate,2,NN
realcoachhodge,2,NN
label,2,NN
acclaim,2,JJ
huh,2,NN
virginiadg,2,NN
mbb2792,2,NN
ericlahti929,2,NN
hollywoodlife,2,JJ
cynical,2,JJ
frost,2,NN
httpbitly153e638,2,NN
climb,2,NN
firdousalidr,2,NN
bread,2,NN
mavericks,2,NNS
kata2bijak,2,JJ
nicegood,2,NN
impossibilities,2,NNS
jrmarsy,2,NN
gameexpress1,2,NN
subscriptions,2,NNS
koreans,2,NNS
politigal2012,2,NN
tnx,2,NN
wld,2,NN
terrell87,2,NN
yashkandhari,2,NN
dszippit,2,NN
lethal,2,JJ
taxi,2,NN
vinnipuncture,2,NN
rogerrainier,2,JJR
datdudehead,2,NN
jobyou,2,NN
bigots,2,NNS
teresayarbor,2,NN
suspension,2,NN
clay,2,NN
libertarian,2,JJ
scripts,2,NNS
christineinsatx,2,NN
qqueenllouise,2,NN
pjpaton,2,NN
sofiamozek,2,NN
missuniversnews,2,NNS
breakthroughs,2,NNS
sweetest,2,JJS
seanmcquade,2,NN
flawless,2,JJ
gales,2,NNS
hypocrisy,2,JJ
faso,2,JJ
youthanks,2,NNS
cpw,2,NN
hunterbalthazor,2,NN
demo,2,NN
lovemyklr,2,JJ
impending,2,JJ
renderings,2,NNS
makeithappen,2,JJ
moyers,2,NNS
vinnytitone,2,NN
select,2,JJ
bland,2,NN
twc,2,NN
ammo,2,JJ
expertise,2,NN
patch,2,NN
innovations,2,NNS
peopleand,2,NN
trumpin,2,NN
autistic,2,JJ
ststement,2,NN
acumen,2,NNS
pals,2,NNS
whine,2,NN
theantifox,2,JJ
ukcarioca,2,JJ
teller,2,NN
artwork,2,NN
emilyhoms,2,JJ
runforpresident,2,NN
bat211,2,NN
lucaswilson911,2,JJ
musicians,2,NNS
denicarter,2,NN
michaelpampena,2,JJ
pants,2,NNS
irreparable,2,JJ
httpyoutubezr14hkkz9u,2,JJ
countrynot,2,NN
shane,2,NN
slice,2,NN
jtfoxx,2,NN
scottlara1961,2,NN
masses,2,NNS
blackpoolsinger,2,JJR
virtues,2,NNS
trendiest,2,JJS
thesportsswede,2,NN
arcuate,2,NN
kingmortimer,2,NN
randirobics,2,NNS
gretas,2,NNS
iswhich,2,JJ
josecanseco,2,JJ
staple,2,NN
trishstratuscom,2,NN
ec364,2,NN
therealhamzeh,2,NN
rmt834,2,NN
kmonchk,2,FW
vineyard’s,2,FW
naplessun4664,2,FW
truckersamf,2,NN
mgseneca,2,NN
samrellim,2,JJ
mos,2,NN
snd,2,NN
cobra4748,2,NN
desmoines,2,NNS
redbook,2,NN
exempt,2,JJ
laurence,2,NN
brn2shpfrcd2wrk,2,NN
jdstravel,2,NN
latoya,2,NN
frobbedrickson,2,NN
jorgeramosnews,2,NNS
jennaleigh,2,JJ
orianauk,2,NN
dj4corners,2,NNS
wrap,2,NN
tsnmprabhu,2,NN
abbydnyc,2,NN
mrbabble,2,JJ
waterfall,2,NN
patricijabelous,2,JJ
contender,2,NN
pictwittercom7z5o8ecga8,2,NN
hail,2,NN
rick74467,2,NN
versioni,2,NN
jasonpruett1,2,NN
scteaparty15,2,NN
palmetto,2,NN
carlosbeltran15,2,NN
ipaulydip,2,NN
alexvent13,2,NN
brandeenscott21,2,NN
travelerschoice,2,JJ
tripadvisors,2,NNS
anitamarkdjones,2,NNS
way’,2,JJ
thebachelor,2,NN
geoffearle,2,NN
worthwhile,2,JJ
dominican,2,JJ
traction,2,NN
malaysia,2,NN
bigshowfarm,2,JJ
newton,2,NN
dshimogawa,2,NN
jaylefkowitz,2,NN
tca15,2,NN
donaleecurtis,2,NN
misrepresentation,2,NN
satirical,2,JJ
adamangus15,2,NN
lordmackie1,2,NN
mastermind,2,NN
knockouts,2,NNS
backi,2,JJ
prowland11,2,NN
urgency,2,NN
demerytaylor,2,NN
thestate,2,NN
likefinewine63,2,NN
outlaws,2,NN
paulomyftaraj,2,JJ
agegrilli35,2,JJ
scrape,2,NN
grammies28,2,NN
nets,2,NNS
juliakoinis,2,NN
noyonitalodh,2,JJ
epn,2,NN
buffyg6820,2,NN
kyleportercbs,2,NN
leodolphin3,2,NN
melissabxny,2,NN
hebdo,2,NN
buddy,2,NN
debater,2,NN
jdmjennifer,2,NN
katebug7777777,2,NN
businesswoman,2,NN
royalty,2,NN
cats,2,NNS
tjoanides,2,NNS
reject,2,JJ
scooper1949p,2,NN
hargraveglobal,2,JJ
cfj,2,NN
tonight—you,2,JJ
cyberattack,2,NN
claymkopplin,2,NN
jmaziarz,2,NN
misunderstood,2,NN
teb2350,2,NN
annmcg01,2,NN
justinraay,2,NN
manofsteel619,2,NN
slimy,2,NN
dunningjudith00,2,NN
shuttle,2,JJ
gibbons,2,NNS
mjv1975,2,JJ
dpatten32,2,JJ
httpwwwtrumpcomhotelcollectiontrumpchicagotrumpchicagoasp,2,NN
acuconservatives,2,NNS
chirofrenzy,2,NN
httpwwwtrumpcomgolfclubswashingtondcwashingtondcasp,2,NN
lorimoreno,2,NN
madonna,2,NN
senatortimscott,2,NN
entity,2,NN
jusr,2,NN
carriejo4ever,2,NN
krcompanion,2,NN
adjacent,2,JJ
trdny,2,JJ
successfactors,2,NNS
motamazebegreat,2,NN
ccrealty2,2,NN
menofhistory,2,NN
rpturnberry,2,NN
astound,2,RP
prabhusadasivam,2,JJ
httpwpmep459tg4i4s,2,NN
worldnewspress1,2,NN
cpacco,2,NN
thameena10,2,NN
counselor,2,NN
thesharktank1,2,NN
harryplush,2,NN
deceptive,2,JJ
stances,2,NNS
sexiest,2,JJS
phonegate,2,NN
channyeats,2,NNS
bunny,2,JJ
therightnewz,2,NN
chevymama,2,NN
yanksmayor,2,NN
escobedoantonio,2,NN
balkesgirl,2,NN
joyful,2,JJ
auggerdogger,2,NN
tomtumillo,2,NN
judes,2,NNS
muniverso2015,2,NN
fallout,2,NN
httpwwwtrumpcomhotelcollectiontrumpvancouvertrumpvancouverasp,2,NN
monmk1,2,NN
moronic,2,JJ
jessibee35,2,NN
keywestbravo,2,NN
uu44m,2,JJ
boaterzletterz,2,NN
shelly3177,2,NN
inteligence,2,NN
mattgiese,2,JJ
destinations,2,NNS
marshawn,2,NN
miaminewtimes,2,NNS
thief,2,JJ
fpatterson1050,2,JJ
rewrite,2,NN
nails,2,NNS
priece714,2,NN
daltonross,2,JJ
leighannmac,2,NN
erichfschroeder,2,NN
epitome,2,NN
assess,2,NN
santanacarlos,2,NN
optimal,2,JJ
usage,2,NN
presidente,2,NN
springsteen,2,JJ
kenyas,2,NN
presidenthas,2,NN
jj55334767,2,NN
henrylewski,2,NN
erotao,2,NN
rickythebitch,2,NN
conservreview,2,NN
httptinyurlcomlr349kz,2,NN
overhaul,2,NN
nastiest,2,JJS
nmoralesnbc,2,JJ
httpbitly1z0x8ke,2,NN
advertisement,2,NN
bisignano912704,2,NN
cntravelers,2,NNS
anniedrews,2,NNS
fionacarterr,2,JJ
obamai,2,NN
geo22222,2,NN
mrsvanessatrump,2,NN
putter,2,NN
viksquad,2,NN
toddulu,2,NN
frankdimauro,2,NN
garrettcox,2,NN
evaemery,2,NN
xmas,2,NNP
briliant,2,NN
skinner5569,2,NN
thegre81,2,NN
govern,2,JJ
inboxleekersey,2,NN
nancypa14679248,2,NN
goldlist2015,2,NN
carrienguns,2,NNS
toptv005,2,NN
chop,2,NN
theladycolors,2,NNS
speculation,2,NN
bentrawlins,2,NNS
killianzane,2,NN
rubenstein,2,NN
torturereport,2,NN
bobschieffer,2,NN
cherelynn,2,NN
arenatv,2,JJ
lll30,2,NN
gpoch918,2,NN
thetylers,2,NNS
tylerallreddd,2,JJ
genelingerfelt,2,NN
ramifications,2,NNS
rants,2,NNS
butler,2,NN
chefjoseandres,2,NNS
impossibility,2,JJ
kyle42120,2,JJ
dailymail,2,NN
carr,2,NN
httpwwwcspanorgvideo3233091conversationdonaldtrump,2,NN
vanessa,2,NN
enforcer,2,NN
chadj19,2,NN
viability,2,NN
trumphes,2,NNS
megrahi,2,JJ
patti0713,2,NN
mer1135,2,NN
markfleming22,2,NN
todaysrealmusic,2,JJ
keisha,2,NN
karileakennedy7,2,NN
amazingmy,2,NN
californguy,2,NN
tokindaddy,2,NN
pore,2,NN
rickyvadw,2,NN
sweetiee1s,2,NN
rockyroad,2,NN
buckle,2,JJ
beatable,2,JJ
cruebabe,2,NN
rumble,2,JJ
garybussey,2,JJ
rhetorical,2,JJ
roswell2001,2,NN
biggies,2,NNS
actuallydominic,2,JJ
naomiepstein,2,NN
redrocket951,2,NN
sarahlynellis,2,NN
brooklynnets,2,NNS
jackievandyck,2,JJ
alexpattillo,2,NN
nicnae,2,NN
wtwo,2,NN
madisonbb11,2,NN
juice,2,NN
trashy,2,NN
litleredhairgrl,2,NN
intrepid,2,JJ
princess,2,NN
amandajocountry,2,NN
brat,2,NN
geraldos,2,NN
jaw,2,NN
joeycarna,2,NN
dogan,2,JJ
followturkey,2,JJ
thnx,2,NN
musgravespark,2,NN
kristyhernandez,2,NN
nbcapprentice,2,JJ
loveandgarbage,2,NN
cpetelis,2,NN
dungyots,2,NNS
junk,2,NN
alphaquintesson,2,NN
archangeljf12,2,JJ
flicka,2,NN
marcaardvark,2,NN
gochico,2,JJ
outsmart,2,NN
frankpuggi,2,NN
sequel,2,NN
reunion,2,NN
rinibobusepi,2,NN
bryabntshirley1,2,NN
fruition,2,NN
yahootv,2,NN
httpstvyahoocomvideodonaldtrumpbrutalseasoncelebrity140000029html,2,NN
poetry,2,NN
practical,2,JJ
uniquecaptures,2,NNS
sanctimonious,2,JJ
dpal1996,2,NNS
michaelsdevine,2,NN
tweeps,2,NNS
mrsilverscott,2,NN
jskibler,2,NN
complimentary,2,JJ
mikerandcom,2,NN
starters,2,NNS
llluminatedones,2,JJ
berniesandner,2,NN
thepaul08,2,NN
nbcdfw,2,JJ
muscles,2,NNS
initial,2,JJ
arrestjoepa,2,JJ
rustyhook2,2,NN
httpexaminercom,2,NN
